Stationsname,county,Statiosname_long,lat,long,date,wbi,type
Ennigerloh-Ostenfelde,Nordrhein-Westfalen,"Ennigerloh-Ostenfelde, Nordrhein-Westfalen",51.8676361,8.0777465,2022-07-14,3,predicted
Bad Lippspringe,Nordrhein-Westfalen,"Bad Lippspringe, Nordrhein-Westfalen",51.7837494,8.8159083,2022-07-14,3,predicted
Lüdinghausen-Brochtrup,Nordrhein-Westfalen,"Lüdinghausen-Brochtrup, Nordrhein-Westfalen",51.7830163,7.5076415,2022-07-14,3,predicted
Kleve,Nordrhein-Westfalen,"Kleve, Nordrhein-Westfalen",51.786726,6.12954,2022-07-14,3,predicted
Lippstadt-Bökenförde,Nordrhein-Westfalen,"Lippstadt-Bökenförde, Nordrhein-Westfalen",51.6409037,8.3940741,2022-07-14,3,predicted
Waltrop-Abdinghof,Nordrhein-Westfalen,"Waltrop-Abdinghof, Nordrhein-Westfalen",51.6013426,7.3980511,2022-07-14,3,predicted
Werl,Nordrhein-Westfalen,"Werl, Nordrhein-Westfalen",51.5583773,7.9114426,2022-07-14,3,predicted
Duisburg-Baerl,Nordrhein-Westfalen,"Duisburg-Baerl, Nordrhein-Westfalen",51.4988831,6.6767794,2022-07-14,3,predicted
Warburg,Nordrhein-Westfalen,"Warburg, Nordrhein-Westfalen",51.4899078,9.14519,2022-07-14,3,predicted
Geldern-Walbeck,Nordrhein-Westfalen,"Geldern-Walbeck, Nordrhein-Westfalen",51.4979206,6.2397359,2022-07-14,3,predicted
Arnsberg-Neheim,Nordrhein-Westfalen,"Arnsberg-Neheim, Nordrhein-Westfalen",51.4522612,7.9694283,2022-07-14,3,predicted
Brilon-Thülen,Nordrhein-Westfalen,"Brilon-Thülen, Nordrhein-Westfalen",51.4169672,8.6418389,2022-07-14,3,predicted
Essen-Bredeney,Nordrhein-Westfalen,"Essen-Bredeney, Nordrhein-Westfalen",51.4060522,7.0013063,2022-07-14,3,predicted
Gevelsberg-Oberbröking,Nordrhein-Westfalen,"Gevelsberg-Oberbröking, Nordrhein-Westfalen",51.3331622,7.3388053,2022-07-14,3,predicted
Düsseldorf (Flughafen),Nordrhein-Westfalen,"Düsseldorf (Flughafen), Nordrhein-Westfalen",51.2876146,6.7667912,2022-07-14,3,predicted
Tönisvorst,Nordrhein-Westfalen,"Tönisvorst, Nordrhein-Westfalen",51.3274683,6.4438452,2022-07-14,3,predicted
Eslohe,Nordrhein-Westfalen,"Eslohe, Nordrhein-Westfalen",51.2541269,8.169605,2022-07-14,3,predicted
Lüdenscheid,Nordrhein-Westfalen,"Lüdenscheid, Nordrhein-Westfalen",51.2191038,7.63126,2022-07-14,3,predicted
Wuppertal-Buchenhofen,Nordrhein-Westfalen,"Wuppertal-Buchenhofen, Nordrhein-Westfalen",51.2247545,7.1039002,2022-07-14,3,predicted
Kahler Asten,Nordrhein-Westfalen,"Kahler Asten, Nordrhein-Westfalen",51.1805556,8.4875,2022-07-14,2,predicted
Lennestadt-Theten,Nordrhein-Westfalen,"Lennestadt-Theten, Nordrhein-Westfalen",51.1340367,8.033253,2022-07-14,3,predicted
Meinerzhagen-Redlendorf,Nordrhein-Westfalen,"Meinerzhagen-Redlendorf, Nordrhein-Westfalen",51.089273,7.6314176,2022-07-14,3,predicted
Heinsberg-Schleiden,Nordrhein-Westfalen,"Heinsberg-Schleiden, Nordrhein-Westfalen",51.0388653,6.1048122,2022-07-14,4,predicted
Reichshof-Eckenhagen,Nordrhein-Westfalen,"Reichshof-Eckenhagen, Nordrhein-Westfalen",50.9883856,7.6924372,2022-07-14,3,predicted
Köln-Stammheim,Nordrhein-Westfalen,"Köln-Stammheim, Nordrhein-Westfalen",50.9876373,6.9926124,2022-07-14,3,predicted
Bad Berleburg-Stünzel,Nordrhein-Westfalen,"Bad Berleburg-Stünzel, Nordrhein-Westfalen",50.9803349,8.359631,2022-07-14,3,predicted
Geilenkirchen,Nordrhein-Westfalen,"Geilenkirchen, Nordrhein-Westfalen",50.967168,6.1174584,2022-07-14,3,predicted
Köln/Bonn (Flughafen),Nordrhein-Westfalen,"Köln/Bonn (Flughafen), Nordrhein-Westfalen",50.8733898,7.1269871,2022-07-14,3,predicted
Neunkirchen-Seelscheid-Krawinkel,Nordrhein-Westfalen,"Neunkirchen-Seelscheid-Krawinkel, Nordrhein-Westfalen",50.8453951,7.3693619,2022-07-14,3,predicted
Nörvenich,Nordrhein-Westfalen,"Nörvenich, Nordrhein-Westfalen",50.8066888,6.6402649,2022-07-14,3,predicted
Aachen-Orsbach,Nordrhein-Westfalen,"Aachen-Orsbach, Nordrhein-Westfalen",50.7978761,5.9955801,2022-07-14,3,predicted
Königswinter-Heiderhof,Nordrhein-Westfalen,"Königswinter-Heiderhof, Nordrhein-Westfalen",50.6772453,7.1911458,2022-07-14,3,predicted
Weilerswist-Lommersum,Nordrhein-Westfalen,"Weilerswist-Lommersum, Nordrhein-Westfalen",50.7114203,6.7979997,2022-07-14,3,predicted
Nideggen-Schmidt,Nordrhein-Westfalen,"Nideggen-Schmidt, Nordrhein-Westfalen",50.6603309,6.4126708,2022-07-14,2,predicted
Kall-Sistig,Nordrhein-Westfalen,"Kall-Sistig, Nordrhein-Westfalen",50.492564,6.5182817,2022-07-14,3,predicted
Rahden-Kleinendorf,Nordrhein-Westfalen,"Rahden-Kleinendorf, Nordrhein-Westfalen",52.4344286,8.6063414,2022-07-15,2,predicted
Münster/Osnabrück (Flughafen),Nordrhein-Westfalen,"Münster/Osnabrück (Flughafen), Nordrhein-Westfalen",52.1307487,7.6941099,2022-07-15,3,predicted
Bad Salzuflen,Nordrhein-Westfalen,"Bad Salzuflen, Nordrhein-Westfalen",52.0765185,8.755622,2022-07-15,2,predicted
Ahaus,Nordrhein-Westfalen,"Ahaus, Nordrhein-Westfalen",52.0825322,7.0150057,2022-07-15,2,predicted
Bielefeld-Deppendorf,Nordrhein-Westfalen,"Bielefeld-Deppendorf, Nordrhein-Westfalen",52.0587887,8.4737673,2022-07-15,2,predicted
Borken in Westfalen,Nordrhein-Westfalen,"Borken in Westfalen, Nordrhein-Westfalen",51.8482714,6.8594477,2022-07-15,3,predicted
Lügde-Paenbruch,Nordrhein-Westfalen,"Lügde-Paenbruch, Nordrhein-Westfalen",51.867431,9.2743853,2022-07-15,2,predicted
Ennigerloh-Ostenfelde,Nordrhein-Westfalen,"Ennigerloh-Ostenfelde, Nordrhein-Westfalen",51.8676361,8.0777465,2022-07-15,2,predicted
Bad Lippspringe,Nordrhein-Westfalen,"Bad Lippspringe, Nordrhein-Westfalen",51.7837494,8.8159083,2022-07-15,2,predicted
Lüdinghausen-Brochtrup,Nordrhein-Westfalen,"Lüdinghausen-Brochtrup, Nordrhein-Westfalen",51.7830163,7.5076415,2022-07-15,3,predicted
Kleve,Nordrhein-Westfalen,"Kleve, Nordrhein-Westfalen",51.786726,6.12954,2022-07-15,3,predicted
Lippstadt-Bökenförde,Nordrhein-Westfalen,"Lippstadt-Bökenförde, Nordrhein-Westfalen",51.6409037,8.3940741,2022-07-15,2,predicted
Waltrop-Abdinghof,Nordrhein-Westfalen,"Waltrop-Abdinghof, Nordrhein-Westfalen",51.6013426,7.3980511,2022-07-15,3,predicted
Werl,Nordrhein-Westfalen,"Werl, Nordrhein-Westfalen",51.5583773,7.9114426,2022-07-15,3,predicted
Duisburg-Baerl,Nordrhein-Westfalen,"Duisburg-Baerl, Nordrhein-Westfalen",51.4988831,6.6767794,2022-07-15,3,predicted
Warburg,Nordrhein-Westfalen,"Warburg, Nordrhein-Westfalen",51.4899078,9.14519,2022-07-15,3,predicted
Geldern-Walbeck,Nordrhein-Westfalen,"Geldern-Walbeck, Nordrhein-Westfalen",51.4979206,6.2397359,2022-07-15,3,predicted
Arnsberg-Neheim,Nordrhein-Westfalen,"Arnsberg-Neheim, Nordrhein-Westfalen",51.4522612,7.9694283,2022-07-15,3,predicted
Brilon-Thülen,Nordrhein-Westfalen,"Brilon-Thülen, Nordrhein-Westfalen",51.4169672,8.6418389,2022-07-15,2,predicted
Essen-Bredeney,Nordrhein-Westfalen,"Essen-Bredeney, Nordrhein-Westfalen",51.4060522,7.0013063,2022-07-15,2,predicted
Gevelsberg-Oberbröking,Nordrhein-Westfalen,"Gevelsberg-Oberbröking, Nordrhein-Westfalen",51.3331622,7.3388053,2022-07-15,3,predicted
Düsseldorf (Flughafen),Nordrhein-Westfalen,"Düsseldorf (Flughafen), Nordrhein-Westfalen",51.2876146,6.7667912,2022-07-15,3,predicted
Tönisvorst,Nordrhein-Westfalen,"Tönisvorst, Nordrhein-Westfalen",51.3274683,6.4438452,2022-07-15,3,predicted
Eslohe,Nordrhein-Westfalen,"Eslohe, Nordrhein-Westfalen",51.2541269,8.169605,2022-07-15,2,predicted
Lüdenscheid,Nordrhein-Westfalen,"Lüdenscheid, Nordrhein-Westfalen",51.2191038,7.63126,2022-07-15,3,predicted
Wuppertal-Buchenhofen,Nordrhein-Westfalen,"Wuppertal-Buchenhofen, Nordrhein-Westfalen",51.2247545,7.1039002,2022-07-15,3,predicted
Kahler Asten,Nordrhein-Westfalen,"Kahler Asten, Nordrhein-Westfalen",51.1805556,8.4875,2022-07-15,2,predicted
Lennestadt-Theten,Nordrhein-Westfalen,"Lennestadt-Theten, Nordrhein-Westfalen",51.1340367,8.033253,2022-07-15,3,predicted
Meinerzhagen-Redlendorf,Nordrhein-Westfalen,"Meinerzhagen-Redlendorf, Nordrhein-Westfalen",51.089273,7.6314176,2022-07-15,2,predicted
Heinsberg-Schleiden,Nordrhein-Westfalen,"Heinsberg-Schleiden, Nordrhein-Westfalen",51.0388653,6.1048122,2022-07-15,3,predicted
Reichshof-Eckenhagen,Nordrhein-Westfalen,"Reichshof-Eckenhagen, Nordrhein-Westfalen",50.9883856,7.6924372,2022-07-15,3,predicted
Köln-Stammheim,Nordrhein-Westfalen,"Köln-Stammheim, Nordrhein-Westfalen",50.9876373,6.9926124,2022-07-15,3,predicted
Bad Berleburg-Stünzel,Nordrhein-Westfalen,"Bad Berleburg-Stünzel, Nordrhein-Westfalen",50.9803349,8.359631,2022-07-15,2,predicted
Geilenkirchen,Nordrhein-Westfalen,"Geilenkirchen, Nordrhein-Westfalen",50.967168,6.1174584,2022-07-15,3,predicted
Köln/Bonn (Flughafen),Nordrhein-Westfalen,"Köln/Bonn (Flughafen), Nordrhein-Westfalen",50.8733898,7.1269871,2022-07-15,3,predicted
Neunkirchen-Seelscheid-Krawinkel,Nordrhein-Westfalen,"Neunkirchen-Seelscheid-Krawinkel, Nordrhein-Westfalen",50.8453951,7.3693619,2022-07-15,3,predicted
Nörvenich,Nordrhein-Westfalen,"Nörvenich, Nordrhein-Westfalen",50.8066888,6.6402649,2022-07-15,3,predicted
Aachen-Orsbach,Nordrhein-Westfalen,"Aachen-Orsbach, Nordrhein-Westfalen",50.7978761,5.9955801,2022-07-15,3,predicted
Königswinter-Heiderhof,Nordrhein-Westfalen,"Königswinter-Heiderhof, Nordrhein-Westfalen",50.6772453,7.1911458,2022-07-15,3,predicted
Weilerswist-Lommersum,Nordrhein-Westfalen,"Weilerswist-Lommersum, Nordrhein-Westfalen",50.7114203,6.7979997,2022-07-15,3,predicted
Nideggen-Schmidt,Nordrhein-Westfalen,"Nideggen-Schmidt, Nordrhein-Westfalen",50.6603309,6.4126708,2022-07-15,2,predicted
Kall-Sistig,Nordrhein-Westfalen,"Kall-Sistig, Nordrhein-Westfalen",50.492564,6.5182817,2022-07-15,3,predicted
Rahden-Kleinendorf,Nordrhein-Westfalen,"Rahden-Kleinendorf, Nordrhein-Westfalen",52.4344286,8.6063414,2022-07-16,3,predicted
Münster/Osnabrück (Flughafen),Nordrhein-Westfalen,"Münster/Osnabrück (Flughafen), Nordrhein-Westfalen",52.1307487,7.6941099,2022-07-16,3,predicted
Bad Salzuflen,Nordrhein-Westfalen,"Bad Salzuflen, Nordrhein-Westfalen",52.0765185,8.755622,2022-07-16,2,predicted
Ahaus,Nordrhein-Westfalen,"Ahaus, Nordrhein-Westfalen",52.0825322,7.0150057,2022-07-16,3,predicted
Bielefeld-Deppendorf,Nordrhein-Westfalen,"Bielefeld-Deppendorf, Nordrhein-Westfalen",52.0587887,8.4737673,2022-07-16,3,predicted
Borken in Westfalen,Nordrhein-Westfalen,"Borken in Westfalen, Nordrhein-Westfalen",51.8482714,6.8594477,2022-07-16,3,predicted
Lügde-Paenbruch,Nordrhein-Westfalen,"Lügde-Paenbruch, Nordrhein-Westfalen",51.867431,9.2743853,2022-07-16,2,predicted
Ennigerloh-Ostenfelde,Nordrhein-Westfalen,"Ennigerloh-Ostenfelde, Nordrhein-Westfalen",51.8676361,8.0777465,2022-07-16,3,predicted
Bad Lippspringe,Nordrhein-Westfalen,"Bad Lippspringe, Nordrhein-Westfalen",51.7837494,8.8159083,2022-07-16,2,predicted
Lüdinghausen-Brochtrup,Nordrhein-Westfalen,"Lüdinghausen-Brochtrup, Nordrhein-Westfalen",51.7830163,7.5076415,2022-07-16,3,predicted
Kleve,Nordrhein-Westfalen,"Kleve, Nordrhein-Westfalen",51.786726,6.12954,2022-07-16,3,predicted
Lippstadt-Bökenförde,Nordrhein-Westfalen,"Lippstadt-Bökenförde, Nordrhein-Westfalen",51.6409037,8.3940741,2022-07-16,3,predicted
Waltrop-Abdinghof,Nordrhein-Westfalen,"Waltrop-Abdinghof, Nordrhein-Westfalen",51.6013426,7.3980511,2022-07-16,3,predicted
Werl,Nordrhein-Westfalen,"Werl, Nordrhein-Westfalen",51.5583773,7.9114426,2022-07-16,3,predicted
Duisburg-Baerl,Nordrhein-Westfalen,"Duisburg-Baerl, Nordrhein-Westfalen",51.4988831,6.6767794,2022-07-16,3,predicted
Warburg,Nordrhein-Westfalen,"Warburg, Nordrhein-Westfalen",51.4899078,9.14519,2022-07-16,3,predicted
Geldern-Walbeck,Nordrhein-Westfalen,"Geldern-Walbeck, Nordrhein-Westfalen",51.4979206,6.2397359,2022-07-16,3,predicted
Arnsberg-Neheim,Nordrhein-Westfalen,"Arnsberg-Neheim, Nordrhein-Westfalen",51.4522612,7.9694283,2022-07-16,3,predicted
Brilon-Thülen,Nordrhein-Westfalen,"Brilon-Thülen, Nordrhein-Westfalen",51.4169672,8.6418389,2022-07-16,2,predicted
Essen-Bredeney,Nordrhein-Westfalen,"Essen-Bredeney, Nordrhein-Westfalen",51.4060522,7.0013063,2022-07-16,3,predicted
Gevelsberg-Oberbröking,Nordrhein-Westfalen,"Gevelsberg-Oberbröking, Nordrhein-Westfalen",51.3331622,7.3388053,2022-07-16,2,predicted
Düsseldorf (Flughafen),Nordrhein-Westfalen,"Düsseldorf (Flughafen), Nordrhein-Westfalen",51.2876146,6.7667912,2022-07-16,3,predicted
Tönisvorst,Nordrhein-Westfalen,"Tönisvorst, Nordrhein-Westfalen",51.3274683,6.4438452,2022-07-16,3,predicted
Eslohe,Nordrhein-Westfalen,"Eslohe, Nordrhein-Westfalen",51.2541269,8.169605,2022-07-16,2,predicted
Lüdenscheid,Nordrhein-Westfalen,"Lüdenscheid, Nordrhein-Westfalen",51.2191038,7.63126,2022-07-16,2,predicted
Wuppertal-Buchenhofen,Nordrhein-Westfalen,"Wuppertal-Buchenhofen, Nordrhein-Westfalen",51.2247545,7.1039002,2022-07-16,3,predicted
Kahler Asten,Nordrhein-Westfalen,"Kahler Asten, Nordrhein-Westfalen",51.1805556,8.4875,2022-07-16,2,predicted
Lennestadt-Theten,Nordrhein-Westfalen,"Lennestadt-Theten, Nordrhein-Westfalen",51.1340367,8.033253,2022-07-16,3,predicted
Meinerzhagen-Redlendorf,Nordrhein-Westfalen,"Meinerzhagen-Redlendorf, Nordrhein-Westfalen",51.089273,7.6314176,2022-07-16,2,predicted
Heinsberg-Schleiden,Nordrhein-Westfalen,"Heinsberg-Schleiden, Nordrhein-Westfalen",51.0388653,6.1048122,2022-07-16,3,predicted
Reichshof-Eckenhagen,Nordrhein-Westfalen,"Reichshof-Eckenhagen, Nordrhein-Westfalen",50.9883856,7.6924372,2022-07-16,3,predicted
Köln-Stammheim,Nordrhein-Westfalen,"Köln-Stammheim, Nordrhein-Westfalen",50.9876373,6.9926124,2022-07-16,3,predicted
Bad Berleburg-Stünzel,Nordrhein-Westfalen,"Bad Berleburg-Stünzel, Nordrhein-Westfalen",50.9803349,8.359631,2022-07-16,3,predicted
Geilenkirchen,Nordrhein-Westfalen,"Geilenkirchen, Nordrhein-Westfalen",50.967168,6.1174584,2022-07-16,3,predicted
Köln/Bonn (Flughafen),Nordrhein-Westfalen,"Köln/Bonn (Flughafen), Nordrhein-Westfalen",50.8733898,7.1269871,2022-07-16,3,predicted
Neunkirchen-Seelscheid-Krawinkel,Nordrhein-Westfalen,"Neunkirchen-Seelscheid-Krawinkel, Nordrhein-Westfalen",50.8453951,7.3693619,2022-07-16,3,predicted
Nörvenich,Nordrhein-Westfalen,"Nörvenich, Nordrhein-Westfalen",50.8066888,6.6402649,2022-07-16,3,predicted
Aachen-Orsbach,Nordrhein-Westfalen,"Aachen-Orsbach, Nordrhein-Westfalen",50.7978761,5.9955801,2022-07-16,3,predicted
Königswinter-Heiderhof,Nordrhein-Westfalen,"Königswinter-Heiderhof, Nordrhein-Westfalen",50.6772453,7.1911458,2022-07-16,3,predicted
Weilerswist-Lommersum,Nordrhein-Westfalen,"Weilerswist-Lommersum, Nordrhein-Westfalen",50.7114203,6.7979997,2022-07-16,3,predicted
Nideggen-Schmidt,Nordrhein-Westfalen,"Nideggen-Schmidt, Nordrhein-Westfalen",50.6603309,6.4126708,2022-07-16,3,predicted
Kall-Sistig,Nordrhein-Westfalen,"Kall-Sistig, Nordrhein-Westfalen",50.492564,6.5182817,2022-07-16,3,predicted
Rahden-Kleinendorf,Nordrhein-Westfalen,"Rahden-Kleinendorf, Nordrhein-Westfalen",52.4344286,8.6063414,2022-07-17,3,predicted
Münster/Osnabrück (Flughafen),Nordrhein-Westfalen,"Münster/Osnabrück (Flughafen), Nordrhein-Westfalen",52.1307487,7.6941099,2022-07-17,3,predicted
Bad Salzuflen,Nordrhein-Westfalen,"Bad Salzuflen, Nordrhein-Westfalen",52.0765185,8.755622,2022-07-17,3,predicted
Ahaus,Nordrhein-Westfalen,"Ahaus, Nordrhein-Westfalen",52.0825322,7.0150057,2022-07-17,3,predicted
Bielefeld-Deppendorf,Nordrhein-Westfalen,"Bielefeld-Deppendorf, Nordrhein-Westfalen",52.0587887,8.4737673,2022-07-17,3,predicted
Borken in Westfalen,Nordrhein-Westfalen,"Borken in Westfalen, Nordrhein-Westfalen",51.8482714,6.8594477,2022-07-17,3,predicted
Lügde-Paenbruch,Nordrhein-Westfalen,"Lügde-Paenbruch, Nordrhein-Westfalen",51.867431,9.2743853,2022-07-17,3,predicted
Ennigerloh-Ostenfelde,Nordrhein-Westfalen,"Ennigerloh-Ostenfelde, Nordrhein-Westfalen",51.8676361,8.0777465,2022-07-17,3,predicted
Bad Lippspringe,Nordrhein-Westfalen,"Bad Lippspringe, Nordrhein-Westfalen",51.7837494,8.8159083,2022-07-17,3,predicted
Lüdinghausen-Brochtrup,Nordrhein-Westfalen,"Lüdinghausen-Brochtrup, Nordrhein-Westfalen",51.7830163,7.5076415,2022-07-17,3,predicted
Kleve,Nordrhein-Westfalen,"Kleve, Nordrhein-Westfalen",51.786726,6.12954,2022-07-17,3,predicted
Lippstadt-Bökenförde,Nordrhein-Westfalen,"Lippstadt-Bökenförde, Nordrhein-Westfalen",51.6409037,8.3940741,2022-07-17,3,predicted
Waltrop-Abdinghof,Nordrhein-Westfalen,"Waltrop-Abdinghof, Nordrhein-Westfalen",51.6013426,7.3980511,2022-07-17,3,predicted
Werl,Nordrhein-Westfalen,"Werl, Nordrhein-Westfalen",51.5583773,7.9114426,2022-07-17,3,predicted
Duisburg-Baerl,Nordrhein-Westfalen,"Duisburg-Baerl, Nordrhein-Westfalen",51.4988831,6.6767794,2022-07-17,3,predicted
Warburg,Nordrhein-Westfalen,"Warburg, Nordrhein-Westfalen",51.4899078,9.14519,2022-07-17,3,predicted
Geldern-Walbeck,Nordrhein-Westfalen,"Geldern-Walbeck, Nordrhein-Westfalen",51.4979206,6.2397359,2022-07-17,3,predicted
Arnsberg-Neheim,Nordrhein-Westfalen,"Arnsberg-Neheim, Nordrhein-Westfalen",51.4522612,7.9694283,2022-07-17,3,predicted
Brilon-Thülen,Nordrhein-Westfalen,"Brilon-Thülen, Nordrhein-Westfalen",51.4169672,8.6418389,2022-07-17,3,predicted
Essen-Bredeney,Nordrhein-Westfalen,"Essen-Bredeney, Nordrhein-Westfalen",51.4060522,7.0013063,2022-07-17,3,predicted
Gevelsberg-Oberbröking,Nordrhein-Westfalen,"Gevelsberg-Oberbröking, Nordrhein-Westfalen",51.3331622,7.3388053,2022-07-17,3,predicted
Düsseldorf (Flughafen),Nordrhein-Westfalen,"Düsseldorf (Flughafen), Nordrhein-Westfalen",51.2876146,6.7667912,2022-07-17,3,predicted
Tönisvorst,Nordrhein-Westfalen,"Tönisvorst, Nordrhein-Westfalen",51.3274683,6.4438452,2022-07-17,3,predicted
Eslohe,Nordrhein-Westfalen,"Eslohe, Nordrhein-Westfalen",51.2541269,8.169605,2022-07-17,3,predicted
Lüdenscheid,Nordrhein-Westfalen,"Lüdenscheid, Nordrhein-Westfalen",51.2191038,7.63126,2022-07-17,3,predicted
Wuppertal-Buchenhofen,Nordrhein-Westfalen,"Wuppertal-Buchenhofen, Nordrhein-Westfalen",51.2247545,7.1039002,2022-07-17,3,predicted
Kahler Asten,Nordrhein-Westfalen,"Kahler Asten, Nordrhein-Westfalen",51.1805556,8.4875,2022-07-17,2,predicted
Lennestadt-Theten,Nordrhein-Westfalen,"Lennestadt-Theten, Nordrhein-Westfalen",51.1340367,8.033253,2022-07-17,3,predicted
Meinerzhagen-Redlendorf,Nordrhein-Westfalen,"Meinerzhagen-Redlendorf, Nordrhein-Westfalen",51.089273,7.6314176,2022-07-17,3,predicted
Heinsberg-Schleiden,Nordrhein-Westfalen,"Heinsberg-Schleiden, Nordrhein-Westfalen",51.0388653,6.1048122,2022-07-17,3,predicted
Reichshof-Eckenhagen,Nordrhein-Westfalen,"Reichshof-Eckenhagen, Nordrhein-Westfalen",50.9883856,7.6924372,2022-07-17,3,predicted
Köln-Stammheim,Nordrhein-Westfalen,"Köln-Stammheim, Nordrhein-Westfalen",50.9876373,6.9926124,2022-07-17,3,predicted
Bad Berleburg-Stünzel,Nordrhein-Westfalen,"Bad Berleburg-Stünzel, Nordrhein-Westfalen",50.9803349,8.359631,2022-07-17,3,predicted
Geilenkirchen,Nordrhein-Westfalen,"Geilenkirchen, Nordrhein-Westfalen",50.967168,6.1174584,2022-07-17,3,predicted
Köln/Bonn (Flughafen),Nordrhein-Westfalen,"Köln/Bonn (Flughafen), Nordrhein-Westfalen",50.8733898,7.1269871,2022-07-17,3,predicted
Neunkirchen-Seelscheid-Krawinkel,Nordrhein-Westfalen,"Neunkirchen-Seelscheid-Krawinkel, Nordrhein-Westfalen",50.8453951,7.3693619,2022-07-17,3,predicted
Nörvenich,Nordrhein-Westfalen,"Nörvenich, Nordrhein-Westfalen",50.8066888,6.6402649,2022-07-17,3,predicted
Aachen-Orsbach,Nordrhein-Westfalen,"Aachen-Orsbach, Nordrhein-Westfalen",50.7978761,5.9955801,2022-07-17,3,predicted
Königswinter-Heiderhof,Nordrhein-Westfalen,"Königswinter-Heiderhof, Nordrhein-Westfalen",50.6772453,7.1911458,2022-07-17,3,predicted
Weilerswist-Lommersum,Nordrhein-Westfalen,"Weilerswist-Lommersum, Nordrhein-Westfalen",50.7114203,6.7979997,2022-07-17,3,predicted
Nideggen-Schmidt,Nordrhein-Westfalen,"Nideggen-Schmidt, Nordrhein-Westfalen",50.6603309,6.4126708,2022-07-17,3,predicted
Kall-Sistig,Nordrhein-Westfalen,"Kall-Sistig, Nordrhein-Westfalen",50.492564,6.5182817,2022-07-17,3,predicted
Hilgenroth,Rheinland-Pfalz,"Hilgenroth, Rheinland-Pfalz",50.7358785,7.6513703,2022-07-13,3,measured
Bad Marienberg,Rheinland-Pfalz,"Bad Marienberg, Rheinland-Pfalz",50.6529429,7.946191,2022-07-13,3,measured
Hümmerich,Rheinland-Pfalz,"Hümmerich, Rheinland-Pfalz",50.5679483,7.4963157,2022-07-13,4,measured
Bad Neuenahr-Ahrweiler,Rheinland-Pfalz,"Bad Neuenahr-Ahrweiler, Rheinland-Pfalz",50.541815,7.1197177,2022-07-13,4,measured
Montabaur,Rheinland-Pfalz,"Montabaur, Rheinland-Pfalz",50.4358385,7.8257953,2022-07-13,4,measured
Andernach,Rheinland-Pfalz,"Andernach, Rheinland-Pfalz",50.426057,7.4086636,2022-07-13,4,measured
Nürburg-Barweiler,Rheinland-Pfalz,"Nürburg-Barweiler, Rheinland-Pfalz",50.3418803,6.9520304,2022-07-13,4,measured
Schneifelforsthaus,Rheinland-Pfalz,"Schneifelforsthaus, Rheinland-Pfalz",50.118346,7.3089527,2022-07-13,3,measured
Büchel,Rheinland-Pfalz,"Büchel, Rheinland-Pfalz",50.1729075,7.0834625,2022-07-13,4,measured
Manderscheid,Rheinland-Pfalz,"Manderscheid, Rheinland-Pfalz",50.091853,6.8077296,2022-07-13,4,measured
Blankenrath,Rheinland-Pfalz,"Blankenrath, Rheinland-Pfalz",50.0391222,7.3020905,2022-07-13,4,measured
Wahlbach bei Simmern,Rheinland-Pfalz,"Wahlbach bei Simmern, Rheinland-Pfalz",50.0009009,7.5955569,2022-07-13,4,measured
Mainz-Lerchenberg,Rheinland-Pfalz,"Mainz-Lerchenberg, Rheinland-Pfalz",49.9592389,8.1991405,2022-07-13,4,measured
Hahn,Rheinland-Pfalz,"Hahn, Rheinland-Pfalz",49.9632914,7.2706997,2022-07-13,4,measured
Olsdorf,Rheinland-Pfalz,"Olsdorf, Rheinland-Pfalz",49.9537167,6.3820842,2022-07-13,4,measured
Bad Kreuznach,Rheinland-Pfalz,"Bad Kreuznach, Rheinland-Pfalz",49.8440162,7.8731346,2022-07-13,4,measured
